ds,y,unique_id,classe,encoded_id,predictions,forecast_2023
2018-11-01,66.1135,OPUS,0.0,145,,864000.00
2018-12-01,1932.644,OPUS,0.0,145,,864000.00
2019-01-01,70.0,BU PERFORMANCE,0.0,15,,3600.00
2019-01-01,290.0,COOKIE WEB,0.0,42,,187462.62
2019-01-01,170.0,DAMEO,0.0,53,,16404.51
2019-01-01,70.0,HOMEVISITS,0.0,73,,10935.65
2019-01-01,80.0,LOYALTY MOBILE APP,0.0,116,,0.00
2019-01-01,6286.396,OPUS,0.0,145,,864000.00
2019-01-01,144.0,QMS - QUALITY MANAGEMENT SYSTEM,0.0,184,,0.00
2019-01-01,210.0,WEBOPS,0.0,229,,0.00
2019-01-01,280.0,WLL,0.0,230,,0.00
2019-02-01,70.0,BU PERFORMANCE,0.0,15,,3600.00
2019-02-01,290.0,COOKIE WEB,0.0,42,,187462.62
2019-02-01,170.0,DAMEO,0.0,53,,16404.51
2019-02-01,70.0,HOMEVISITS,0.0,73,,10935.65
2019-02-01,80.0,LOYALTY MOBILE APP,0.0,116,,0.00
2019-02-01,6833.3015,OPUS,0.0,145,,864000.00
2019-02-01,144.0,QMS - QUALITY MANAGEMENT SYSTEM,0.0,184,,0.00
2019-02-01,210.0,WEBOPS,0.0,229,,0.00
2019-02-01,280.0,WLL,0.0,230,,0.00
2019-03-01,70.0,BU PERFORMANCE,0.0,15,,3600.00
2019-03-01,290.0,COOKIE WEB,0.0,42,,187462.62
2019-03-01,170.0,DAMEO,0.0,53,,16404.51
2019-03-01,82.0,HOMEVISITS,0.0,73,,10935.65
2019-03-01,80.0,LOYALTY MOBILE APP,0.0,116,,0.00
2019-03-01,7589.5875,OPUS,0.0,145,,864000.00
2019-03-01,144.0,QMS - QUALITY MANAGEMENT SYSTEM,0.0,184,,0.00
2019-03-01,210.0,WEBOPS,0.0,229,,0.00
2019-03-01,280.0,WLL,0.0,230,,0.00
2019-04-01,70.0,BU PERFORMANCE,0.0,15,,3600.00
2019-04-01,290.0,COOKIE WEB,0.0,42,,187462.62
2019-04-01,170.0,DAMEO,0.0,53,,16404.51
2019-04-01,82.0,HOMEVISITS,0.0,73,,10935.65
2019-04-01,80.0,LOYALTY MOBILE APP,0.0,116,,0.00
2019-04-01,7444.434500000001,OPUS,0.0,145,,864000.00
2019-04-01,144.0,QMS - QUALITY MANAGEMENT SYSTEM,0.0,184,,0.00
2019-04-01,210.0,WEBOPS,0.0,229,,0.00
2019-04-01,280.0,WLL,0.0,230,,0.00
2019-05-01,70.0,BU PERFORMANCE,0.0,15,,3600.00
2019-05-01,290.0,COOKIE WEB,0.0,42,,187462.62
2019-05-01,170.0,DAMEO,0.0,53,,16404.51
2019-05-01,159.441,HOMEVISITS,0.0,73,,10935.65
2019-05-01,80.0,LOYALTY MOBILE APP,0.0,116,,0.00
2019-05-01,5147.758,OPUS,0.0,145,,864000.00
2019-05-01,144.0,QMS - QUALITY MANAGEMENT SYSTEM,0.0,184,,0.00
2019-05-01,210.0,WEBOPS,0.0,229,,0.00
2019-05-01,280.0,WLL,0.0,230,,0.00
2019-06-01,70.0,BU PERFORMANCE,0.0,15,,3600.00
2019-06-01,137.31,COLIBRI PRODUCT SHEET,0.0,29,,99885.64
2019-06-01,290.0,COOKIE WEB,0.0,42,,187462.62
2019-06-01,170.0,DAMEO,0.0,53,,16404.51
2019-06-01,1015.57,HOMEVISITS,0.0,73,,10935.65
2019-06-01,68.4365,LOCUS,0.0,114,,38498.79
2019-06-01,80.0,LOYALTY MOBILE APP,0.0,116,,0.00
2019-06-01,5372.6175,OPUS,0.0,145,,864000.00
2019-06-01,54.8435,PRODUCT REVIEWS,0.0,176,,93356.94
2019-06-01,144.0,QMS - QUALITY MANAGEMENT SYSTEM,0.0,184,,0.00
2019-06-01,210.0,WEBOPS,0.0,229,,0.00
2019-06-01,280.0,WLL,0.0,230,,0.00
2019-07-01,70.0,BU PERFORMANCE,0.0,15,,3600.00
2019-07-01,1222.841,COLIBRI PRODUCT SHEET,0.0,29,,99885.64
2019-07-01,290.0,COOKIE WEB,0.0,42,,187462.62
2019-07-01,170.0,DAMEO,0.0,53,,16404.51
2019-07-01,1203.296,HOMEVISITS,0.0,73,,10935.65
2019-07-01,226.757,HOMMY,0.0,74,,4064.04
2019-07-01,79.5915,LOCUS,0.0,114,,38498.79
2019-07-01,80.0,LOYALTY MOBILE APP,0.0,116,,0.00
2019-07-01,628.981,MYHOME,0.0,132,,27104.85
2019-07-01,7024.673,OPUS,0.0,145,,864000.00
2019-07-01,403.2475,PRODUCT REVIEWS,0.0,176,,93356.94
2019-07-01,144.0,QMS - QUALITY MANAGEMENT SYSTEM,0.0,184,,0.00
2019-07-01,3.4385,VISUAL RECOGNITION,0.0,227,,33986.49
2019-07-01,214.416,WEBOPS,0.0,229,,0.00
2019-07-01,280.0,WLL,0.0,230,,0.00
2019-08-01,70.0,BU PERFORMANCE,0.0,15,,3600.00
2019-08-01,1246.715,COLIBRI PRODUCT SHEET,0.0,29,,99885.64
2019-08-01,290.0,COOKIE WEB,0.0,42,,187462.62
2019-08-01,170.0,DAMEO,0.0,53,,16404.51
2019-08-01,1138.758,HOMEVISITS,0.0,73,,10935.65
2019-08-01,230.207,HOMMY,0.0,74,,4064.04
2019-08-01,75.3365,LOCUS,0.0,114,,38498.79
2019-08-01,80.0,LOYALTY MOBILE APP,0.0,116,,0.00
2019-08-01,1563.632,MYHOME,0.0,132,,27104.85
2019-08-01,7158.0615,OPUS,0.0,145,,864000.00
2019-08-01,869.492,PRODUCT REVIEWS,0.0,176,,93356.94
2019-08-01,144.0,QMS - QUALITY MANAGEMENT SYSTEM,0.0,184,,0.00
2019-08-01,57.132,VISUAL RECOGNITION,0.0,227,,33986.49
2019-08-01,224.2715,WEBOPS,0.0,229,,0.00
2019-08-01,280.0,WLL,0.0,230,,0.00
2019-09-01,70.0,BU PERFORMANCE,0.0,15,,3600.00
2019-09-01,1289.771,COLIBRI PRODUCT SHEET,0.0,29,,99885.64
2019-09-01,46.414,COOKIE STORE,0.0,41,,5700.95
2019-09-01,290.0,COOKIE WEB,0.0,42,,187462.62
2019-09-01,170.0,DAMEO,0.0,53,,16404.51
2019-09-01,50.646,DATA COMPLIANCE,0.0,55,,75246.47
2019-09-01,1113.113,HOMEVISITS,0.0,73,,10935.65
2019-09-01,222.8355,HOMMY,0.0,74,,4064.04
2019-09-01,39.951,LOCUS,0.0,114,,38498.79
2019-09-01,80.0,LOYALTY MOBILE APP,0.0,116,,0.00
2019-09-01,1638.336,MYHOME,0.0,132,,27104.85
2019-09-01,9809.2255,OPUS,0.0,145,,864000.00
2019-09-01,686.2395,PRODUCT REVIEWS,0.0,176,,93356.94
2019-09-01,144.0,QMS - QUALITY MANAGEMENT SYSTEM,0.0,184,,0.00
2019-09-01,53.406,QUOTATION,0.0,186,,36000.00
2019-09-01,496.1215,VISUAL RECOGNITION,0.0,227,,33986.49
2019-09-01,233.1955,WEBOPS,0.0,229,,0.00
2019-09-01,280.0,WLL,0.0,230,,0.00
2019-10-01,70.0,BU PERFORMANCE,0.0,15,,3600.00
2019-10-01,2126.833,COLIBRI PRODUCT SHEET,0.0,29,,99885.64
2019-10-01,68.241,COOKIE STORE,0.0,41,,5700.95
2019-10-01,864.448,COOKIE WEB,0.0,42,,187462.62
2019-10-01,170.0,DAMEO,0.0,53,,16404.51
2019-10-01,517.822,DATA COMPLIANCE,0.0,55,,75246.47
2019-10-01,1128.684,HOMEVISITS,0.0,73,,10935.65
2019-10-01,231.104,HOMMY,0.0,74,,4064.04
2019-10-01,42.642,LOCUS,0.0,114,,38498.79
2019-10-01,80.0,LOYALTY MOBILE APP,0.0,116,,0.00
2019-10-01,2046.632,MYHOME,0.0,132,,27104.85
2019-10-01,16201.88,OPUS,0.0,145,,864000.00
2019-10-01,698.326,PRODUCT REVIEWS,0.0,176,,93356.94
2019-10-01,144.0,QMS - QUALITY MANAGEMENT SYSTEM,0.0,184,,0.00
2019-10-01,196.397,QUOTATION,0.0,186,,36000.00
2019-10-01,18.3655,STAMBIA,0.0,211,,0.00
2019-10-01,1033.7465,VISUAL RECOGNITION,0.0,227,,33986.49
2019-10-01,247.237,WEBOPS,0.0,229,,0.00
2019-10-01,280.0,WLL,0.0,230,,0.00
2019-11-01,70.0,BU PERFORMANCE,0.0,15,,3600.00
2019-11-01,2923.944,COLIBRI PRODUCT SHEET,0.0,29,,99885.64
2019-11-01,63.273,COOKIE STORE,0.0,41,,5700.95
2019-11-01,1035.614,COOKIE WEB,0.0,42,,187462.62
2019-11-01,170.0,DAMEO,0.0,53,,16404.51
2019-11-01,503.263,DATA COMPLIANCE,0.0,55,,75246.47
2019-11-01,1105.431,HOMEVISITS,0.0,73,,10935.65
2019-11-01,223.399,HOMMY,0.0,74,,4064.04
2019-11-01,39.8705,LOCUS,0.0,114,,38498.79
2019-11-01,80.0,LOYALTY MOBILE APP,0.0,116,,0.00
2019-11-01,2007.601,MYHOME,0.0,132,,27104.85
2019-11-01,11518.3325,OPUS,0.0,145,,864000.00
2019-11-01,2589.593,OREO,0.0,159,,391942.70
2019-11-01,678.5805,PRODUCT REVIEWS,0.0,176,,93356.94
2019-11-01,144.0,QMS - QUALITY MANAGEMENT SYSTEM,0.0,184,,0.00
2019-11-01,182.896,QUOTATION,0.0,186,,36000.00
2019-11-01,31.2225,STAMBIA,0.0,211,,0.00
2019-11-01,28.635,TEMPO,0.0,219,,190682.99
2019-11-01,503.93,TO DO FOR SALES,0.0,222,,13330.64
2019-11-01,973.153,VISUAL RECOGNITION,0.0,227,,33986.49
2019-11-01,240.8775,WEBOPS,0.0,229,,0.00
2019-11-01,280.0,WLL,0.0,230,,0.00
2019-12-01,70.0,BU PERFORMANCE,0.0,15,,3600.00
2019-12-01,3026.708,COLIBRI PRODUCT SHEET,0.0,29,,99885.64
2019-12-01,67.367,COOKIE STORE,0.0,41,,5700.95
2019-12-01,1984.939,COOKIE WEB,0.0,42,,187462.62
2019-12-01,170.0,DAMEO,0.0,53,,16404.51
2019-12-01,514.602,DATA COMPLIANCE,0.0,55,,75246.47
2019-12-01,1125.372,HOMEVISITS,0.0,73,,10935.65
2019-12-01,230.874,HOMMY,0.0,74,,4064.04
2019-12-01,42.32,LOCUS,0.0,114,,38498.79
2019-12-01,80.0,LOYALTY MOBILE APP,0.0,116,,0.00
2019-12-01,2081.224,MYHOME,0.0,132,,27104.85
2019-12-01,174.57,OFFER REPOSITORY,0.0,137,,349830.79
2019-12-01,8599.2875,OPUS,0.0,145,,864000.00
2019-12-01,7097.317,OREO,0.0,159,,391942.70
2019-12-01,845.526,PRODUCT REVIEWS,0.0,176,,93356.94
2019-12-01,144.0,QMS - QUALITY MANAGEMENT SYSTEM,0.0,184,,0.00
2019-12-01,1174.886,QUOTATION,0.0,186,,36000.00
2019-12-01,33.166,STAMBIA,0.0,211,,0.00
2019-12-01,938.193,TEMPO,0.0,219,,190682.99
2019-12-01,1463.076,TO DO FOR SALES,0.0,222,,13330.64
2019-12-01,1685.394,VISUAL RECOGNITION,0.0,227,,33986.49
2019-12-01,242.016,WEBOPS,0.0,229,,0.00
2019-12-01,280.0,WLL,0.0,230,,0.00
2020-01-01,2416.7466589774,ARTY,0.0,3,,16800.00
2020-01-01,34.0445,BACK OFFICE MARKETPLACE - BOMP,0.0,7,,243586.14
2020-01-01,77.83,BIP (BRIQUE INTEGRATION POSE),0.0,8,,12000.00
2020-01-01,51563.77651287423,BOOSTER,0.0,13,,38564.51
2020-01-01,70.0,BU PERFORMANCE,0.0,15,,3600.00
2020-01-01,51.49786984138196,CIAM,0.0,22,,32821.41
2020-01-01,1060.0,COLIBRI FEEDBACK MANAGER,0.0,24,,1.03
2020-01-01,7.5,COLIBRI MANAGE,0.0,26,,1.03
2020-01-01,5188.7983783356885,COLIBRI PASSPORT,0.0,27,,123730.42
2020-01-01,3038.622,COLIBRI PRODUCT SHEET,0.0,29,,99885.64
2020-01-01,5987.920274455709,COOKIE PORTAL & REPOSITORY,0.0,40,,0.10
2020-01-01,1753.5860666167198,COOKIE STORE,0.0,41,,5700.95
2020-01-01,3966.56979076078,COOKIE WEB,0.0,42,,187462.62
2020-01-01,7400.77833452775,CUSTOMER BOARD,0.0,46,,0.00
2020-01-01,38.94943722747264,CUSTOMER MOBILE APP,0.0,50,,34519.27
2020-01-01,170.0,DAMEO,0.0,53,,16404.51
2020-01-01,33206.95986031924,DATA COMPLIANCE,0.0,55,,75246.47
2020-01-01,2.5,DELIVERY SIMULATION TOOL,0.0,58,,13552.13
2020-01-01,0.0,DELTA,0.0,59,,21922.43
2020-01-01,23336.16241474328,FIDLIGHT,0.0,66,,0.00
2020-01-01,1978.6368272412333,FLOYD - FRONT LOYALTY DESK,0.0,68,,0.00
2020-01-01,58927.23863903106,GESTION CLIENT (WCM),0.0,70,,0.00
2020-01-01,1133.882,HOMEVISITS,0.0,73,,10935.65
2020-01-01,230.6785,HOMMY,0.0,74,,4064.04
2020-01-01,5903.1778152574,IPOSE,0.0,77,,2400.00
2020-01-01,42.711,LOCUS,0.0,114,,38498.79
2020-01-01,1464.7084672412334,LOYALTY MOBILE APP,0.0,116,,0.00
2020-01-01,9.25,MAILBREW,0.0,119,,30000.00
2020-01-01,111.987,MONITORING SEO,0.0,127,,0.00
2020-01-01,558.5,MOVE CUSTOMER ORDER,0.0,129,,1527.21
2020-01-01,2899.1685551630244,MYHOME,0.0,132,,27104.85
2020-01-01,79.295354,NEXT PRODUCT TO BUY,0.0,135,,22797.33
2020-01-01,181.907,OFFER REPOSITORY,0.0,137,,349830.79
2020-01-01,8211.158199119009,OLT,0.0,138,,1327.51
2020-01-01,4.375,OMNICARE,0.0,139,,240.00
2020-01-01,5542.12218181435,OPECOM V2,0.0,143,,0.00
2020-01-01,27748.86319,OPUS,0.0,145,,864000.00
2020-01-01,2.5,OPUS LEGACY,0.0,152,,0.00
2020-01-01,10541.544,OREO,0.0,159,,391942.70
2020-01-01,28183.587797748536,ORION,0.0,160,,2339.47
2020-01-01,33.5,PDC,0.0,164,,0.00
2020-01-01,538.17305839655,PLATFORMSMS,0.0,166,,0.00
2020-01-01,2.5,POCKET DATA,0.0,167,,14123.74
2020-01-01,884.074,PRODUCT REVIEWS,0.0,176,,93356.94
2020-01-01,2.5,PROJECT BOOSTER,0.0,177,,44310.13
2020-01-01,4871.811520254583,PVR,0.0,179,,7203.78
2020-01-01,71615.4172936657,PYXIS,0.0,180,,36219.91
2020-01-01,1486.4931,PYXIS SAPHIR,0.0,181,,4744.24
2020-01-01,2122.78236,QMS - QUALITY MANAGEMENT SYSTEM,0.0,184,,0.00
2020-01-01,6023.516374873679,QUOTATION,0.0,186,,36000.00
2020-01-01,24111.693695500104,SAFE,0.0,189,,0.00
2020-01-01,23.46,SCO BY ULYS,0.0,191,,5024.89
2020-01-01,1987.6679639969493,STAMBIA,0.0,211,,0.00
2020-01-01,49286.10715708789,STC,0.0,212,,6304.46
2020-01-01,158.63240000000002,STORE SIS,0.0,214,,7200.00
2020-01-01,7330.1076,STREAMSERVE,0.0,215,,0.00
2020-01-01,1223.853,TEMPO,0.0,219,,190682.99
2020-01-01,1463.881,TO DO FOR SALES,0.0,222,,13330.64
2020-01-01,1420.3913280777635,ULYS,0.0,224,,143244.83
2020-01-01,0.0,VFP - ONLINE INSTALLATION OFFERS,0.0,226,,12266.03
2020-01-01,1751.588,VISUAL RECOGNITION,0.0,227,,33986.49
2020-01-01,10008.892259919692,WAC-WEBACCOUNT,0.0,228,,0.00
2020-01-01,10678.69582711472,WEBOPS,0.0,229,,0.00
2020-01-01,10930.258196974197,WLL,0.0,230,,0.00
2020-02-01,2415.7746589774,ARTY,0.0,3,,16800.00
2020-02-01,668.6605,BACK OFFICE MARKETPLACE - BOMP,0.0,7,,243586.14
2020-02-01,77.83,BIP (BRIQUE INTEGRATION POSE),0.0,8,,12000.00
2020-02-01,51783.30833105606,BOOSTER,0.0,13,,38564.51
2020-02-01,70.0,BU PERFORMANCE,0.0,15,,3600.00
2020-02-01,47.39608221687372,CIAM,0.0,22,,32821.41
2020-02-01,1060.0,COLIBRI FEEDBACK MANAGER,0.0,24,,1.03
2020-02-01,7.5,COLIBRI MANAGE,0.0,26,,1.03
2020-02-01,3087.711660186944,COLIBRI PASSPORT,0.0,27,,123730.42
2020-02-01,2844.433,COLIBRI PRODUCT SHEET,0.0,29,,99885.64
2020-02-01,5961.486342568296,COOKIE PORTAL & REPOSITORY,0.0,40,,0.10
2020-02-01,1867.91126661672,COOKIE STORE,0.0,41,,5700.95
2020-02-01,4208.572408088921,COOKIE WEB,0.0,42,,187462.62
2020-02-01,7373.52993452775,CUSTOMER BOARD,0.0,46,,0.00
2020-02-01,60.44356968887148,CUSTOMER MOBILE APP,0.0,50,,34519.27
2020-02-01,170.0,DAMEO,0.0,53,,16404.51
2020-02-01,33898.04928431922,DATA COMPLIANCE,0.0,55,,75246.47
2020-02-01,2.5,DELIVERY SIMULATION TOOL,0.0,58,,13552.13
2020-02-01,0.0,DELTA,0.0,59,,21922.43
2020-02-01,23350.71602140994,FIDLIGHT,0.0,66,,0.00
2020-02-01,1976.9844272412336,FLOYD - FRONT LOYALTY DESK,0.0,68,,0.00
2020-02-01,58332.629379031074,GESTION CLIENT (WCM),0.0,70,,0.00
2020-02-01,1070.586,HOMEVISITS,0.0,73,,10935.65
2020-02-01,215.8435,HOMMY,0.0,74,,4064.04
2020-02-01,5899.4194152574,IPOSE,0.0,77,,2400.00
2020-02-01,0.0061240024864673,KATAPULT-TEAM-TOOLS,0.0,78,,0.66
2020-02-01,72.9675,LOCUS,0.0,114,,38498.79
2020-02-01,1463.0560672412334,LOYALTY MOBILE APP,0.0,116,,0.00
2020-02-01,27.719,MAILBREW,0.0,119,,30000.00
2020-02-01,618.769,MONITORING SEO,0.0,127,,0.00
2020-02-01,558.5,MOVE CUSTOMER ORDER,0.0,129,,1527.21
2020-02-01,2743.396679958584,MYHOME,0.0,132,,27104.85
2020-02-01,78.828794,NEXT PRODUCT TO BUY,0.0,135,,22797.33
2020-02-01,170.016,OFFER REPOSITORY,0.0,137,,349830.79
2020-02-01,8190.659799119008,OLT,0.0,138,,1327.51
2020-02-01,25.205,OMNICARE,0.0,139,,240.00
2020-02-01,5577.51258181435,OPECOM V2,0.0,143,,0.00
2020-02-01,26685.97429,OPUS,0.0,145,,864000.00
2020-02-01,2.5,OPUS LEGACY,0.0,152,,0.00
2020-02-01,12950.104,OREO,0.0,159,,391942.70
2020-02-01,28050.21664521997,ORION,0.0,160,,2339.47
2020-02-01,33.5,PDC,0.0,164,,0.00
2020-02-01,516.56545839655,PLATFORMSMS,0.0,166,,0.00
2020-02-01,2.5,POCKET DATA,0.0,167,,14123.74
2020-02-01,831.749,PRODUCT REVIEWS,0.0,176,,93356.94
2020-02-01,2.5,PROJECT BOOSTER,0.0,177,,44310.13
2020-02-01,4868.323120254583,PVR,0.0,179,,7203.78
2020-02-01,70432.0852936657,PYXIS,0.0,180,,36219.91
2020-02-01,1485.0837,PYXIS SAPHIR,0.0,181,,4744.24
2020-02-01,2123.4303600000003,QMS - QUALITY MANAGEMENT SYSTEM,0.0,184,,0.00
2020-02-01,5984.594175613456,QUOTATION,0.0,186,,36000.00
2020-02-01,23228.408967365736,SAFE,0.0,189,,0.00
2020-02-01,182.965,SCO BY ULYS,0.0,191,,5024.89
2020-02-01,2574.0973439969503,STAMBIA,0.0,211,,0.00
2020-02-01,49320.196856913,STC,0.0,212,,6304.46
2020-02-01,158.2436,STORE SIS,0.0,214,,7200.00
2020-02-01,7288.447599999999,STREAMSERVE,0.0,215,,0.00
2020-02-01,1522.0825,TEMPO,0.0,219,,190682.99
2020-02-01,1362.129,TO DO FOR SALES,0.0,222,,13330.64
2020-02-01,1611.6803783912208,ULYS,0.0,224,,143244.83
2020-02-01,10.83139231204984,VFP - ONLINE INSTALLATION OFFERS,0.0,226,,12266.03
2020-02-01,1641.8205,VISUAL RECOGNITION,0.0,227,,33986.49
2020-02-01,9872.261786172594,WAC-WEBACCOUNT,0.0,228,,0.00
2020-02-01,8905.0375752176,WEBOPS,0.0,229,,0.00
2020-02-01,10923.38507030753,WLL,0.0,230,,0.00
2020-03-01,3844.0,0 - STARTER PACK,0.0,0,,36.12
2020-03-01,2414.56362844455,ARTY,0.0,3,,16800.00
2020-03-01,23763.97026120072,BACK OFFICE MARKETPLACE - BOMP,0.0,7,,243586.14
2020-03-01,45.33,BIP (BRIQUE INTEGRATION POSE),0.0,8,,12000.00
2020-03-01,46904.71848692698,BOOSTER,0.0,13,,38564.51
2020-03-01,70.0,BU PERFORMANCE,0.0,15,,3600.00
2020-03-01,220.1296532633461,CIAM,0.0,22,,32821.41
2020-03-01,1060.0,COLIBRI FEEDBACK MANAGER,0.0,24,,1.03
2020-03-01,7.5,COLIBRI MANAGE,0.0,26,,1.03
2020-03-01,2885.57859610328,COLIBRI PASSPORT,0.0,27,,123730.42
2020-03-01,3144.974,COLIBRI PRODUCT SHEET,0.0,29,,99885.64
2020-03-01,93.0,COLIBRI SALES,0.0,31,,1.04
2020-03-01,6542.796960277257,COOKIE PORTAL & REPOSITORY,0.0,40,,0.10
2020-03-01,2160.01606661672,COOKIE STORE,0.0,41,,5700.95
2020-03-01,7929.301266616719,COOKIE WEB,0.0,42,,187462.62
2020-03-01,7666.53472781645,CUSTOMER BOARD,0.0,46,,0.00
2020-03-01,108.79664921205767,CUSTOMER MOBILE APP,0.0,50,,34519.27
2020-03-01,396.8,DAMEO,0.0,53,,16404.51
2020-03-01,32813.18804434273,DATA COMPLIANCE,0.0,55,,75246.47
2020-03-01,12.533063797421557,DELIVERY SIMULATION TOOL,0.0,58,,13552.13
2020-03-01,0.0,DELTA,0.0,59,,21922.43
2020-03-01,22458.694250405995,FIDLIGHT,0.0,66,,0.00
2020-03-01,2053.547191241233,FLOYD - FRONT LOYALTY DESK,0.0,68,,0.00
2020-03-01,55543.99496207007,GESTION CLIENT (WCM),0.0,70,,0.00
2020-03-01,1138.505,HOMEVISITS,0.0,73,,10935.65
2020-03-01,214.774,HOMMY,0.0,74,,4064.04
2020-03-01,372.0,IKY  (I KNOW YOU) - CUSTOMER DATA MANAGEMENT,0.0,75,,1697.26
2020-03-01,601.87755856,INSTALA,0.0,76,,97448.55
2020-03-01,5888.4664656285,IPOSE,0.0,77,,2400.00
2020-03-01,0.035885721448,KATAPULT-TEAM-TOOLS,0.0,78,,0.66
2020-03-01,0.0014728680256,LEGACY TRANSLATOR,0.0,112,,1955.79
2020-03-01,125.9595,LOCUS,0.0,114,,38498.79
2020-03-01,1453.9622672412331,LOYALTY MOBILE APP,0.0,116,,0.00
2020-03-01,275.6784513035276,MAILBREW,0.0,119,,30000.00
2020-03-01,93.0,MEDIA PICKER,0.0,123,,0.00
2020-03-01,746.603,MONITORING SEO,0.0,127,,0.00
2020-03-01,263.5,MOVE CUSTOMER ORDER,0.0,129,,1527.21
2020-03-01,2984.1872057376,MYHOME,0.0,132,,27104.85
2020-03-01,87.849354,NEXT PRODUCT TO BUY,0.0,135,,22797.33
2020-03-01,2.392404306,NOTIFY,0.0,136,,16893.13
2020-03-01,182.022,OFFER REPOSITORY,0.0,137,,349830.79
2020-03-01,8179.510498581833,OLT,0.0,138,,1327.51
2020-03-01,176.9288,OMNICARE,0.0,139,,240.00
2020-03-01,5541.8889597616,OPECOM V2,0.0,143,,0.00
2020-03-01,23983.863514436,OPUS,0.0,145,,864000.00
2020-03-01,2.5,OPUS LEGACY,0.0,152,,0.00
2020-03-01,21067.686,OREO,0.0,159,,391942.70
2020-03-01,28449.67360207113,ORION,0.0,160,,2339.47
2020-03-01,0.0,PAYMENT DATA REPOSITORY,0.0,163,,13534.95
2020-03-01,328.68940000000003,PDC,0.0,164,,0.00
2020-03-01,523.7906449738,PLATFORMSMS,0.0,166,,0.00
2020-03-01,2.5,POCKET DATA,0.0,167,,14123.74
2020-03-01,0.0,PRODUCT MATCH AND MERGE - PMM,0.0,173,,83271.93
2020-03-01,763.531,PRODUCT REVIEWS,0.0,176,,93356.94
2020-03-01,3.397,PROJECT BOOSTER,0.0,177,,44310.13
2020-03-01,5025.523212691609,PVR,0.0,179,,7203.78
2020-03-01,72973.30644661134,PYXIS,0.0,180,,36219.91
2020-03-01,1632.8204826672,PYXIS SAPHIR,0.0,181,,4744.24
2020-03-01,2293.5612300000003,QMS - QUALITY MANAGEMENT SYSTEM,0.0,184,,0.00
2020-03-01,6032.617146310475,QUOTATION,0.0,186,,36000.00
2020-03-01,21056.436348101128,SAFE,0.0,189,,0.00
2020-03-01,2848.868,SCO BY ULYS,0.0,191,,5024.89
